Departamento,Año,Mes,Consumo (m³),Temperatura promedio mensual (°C),Número de ocupantes,Superficie (m²),Piso,Estado de mantenimiento,Costo (BOB)
A10,2015,2,33.41,19.96,4,109,1,Regular,20.05
A10,2015,3,46.97,0.4,4,109,1,Regular,28.18
A10,2015,4,38.74,17.19,4,109,1,Regular,23.25
A10,2015,5,40.5,6.08,4,109,1,Regular,24.3
A10,2015,6,47.16,-4.82,4,109,1,Regular,28.3
A10,2015,7,40.72,7.6,4,109,1,Regular,24.43
A10,2015,8,44.21,-0.36,4,109,1,Regular,26.52
A10,2015,9,40.87,10.71,4,109,1,Regular,24.52
A10,2015,10,38.42,9.28,4,109,1,Regular,23.05
A10,2015,11,39.76,7.39,4,109,1,Regular,23.86
A10,2015,12,36.88,15.93,4,109,1,Regular,22.13
A10,2016,1,40.41,8.48,4,109,1,Regular,24.25
A10,2016,2,39.12,8.57,4,109,1,Regular,23.47
A10,2016,3,35.06,26.54,4,109,1,Regular,21.04
A10,2016,4,31.71,29.24,4,109,1,Regular,19.03
A10,2016,5,44.72,0.94,4,109,1,Regular,26.83
A10,2016,6,44.78,-0.14,4,109,1,Regular,26.87
A10,2016,7,37.15,12.26,4,109,1,Regular,22.29
A10,2016,8,40.32,10.21,4,109,1,Regular,24.19
A10,2016,9,37.39,11.95,4,109,1,Regular,22.43
A10,2016,10,42.47,3.81,4,109,1,Regular,25.48
A10,2016,11,38.02,16.88,4,109,1,Regular,22.81
A10,2016,12,42.62,1.84,4,109,1,Regular,25.57
A10,2017,1,45.76,5.66,4,109,1,Regular,27.46
A10,2017,2,43.31,6.63,4,109,1,Regular,25.98
A10,2017,3,33.31,23.14,4,109,1,Regular,19.98
A10,2017,4,44.43,6.72,4,109,1,Regular,26.66
A10,2017,5,36.2,25.08,4,109,1,Regular,21.72
A10,2017,6,44.94,-0.24,4,109,1,Regular,26.97
A10,2017,7,30.03,28.15,4,109,1,Regular,18.02
A10,2017,8,45.69,6.0,4,109,1,Regular,27.41
A10,2017,9,30.2,28.91,4,109,1,Regular,18.12
A10,2017,10,36.18,19.32,4,109,1,Regular,21.71
A10,2017,11,36.78,15.16,4,109,1,Regular,22.07
A10,2017,12,43.72,8.16,4,109,1,Regular,26.23
A10,2018,1,39.21,8.75,4,109,1,Regular,23.52
A10,2018,2,39.09,14.73,4,109,1,Regular,23.45
A10,2018,3,39.94,14.1,4,109,1,Regular,23.97
A10,2018,4,41.49,14.25,4,109,1,Regular,24.89
A10,2018,5,41.57,11.16,4,109,1,Regular,24.94
A10,2018,6,39.48,10.35,4,109,1,Regular,23.69
A10,2018,7,38.19,19.25,4,109,1,Regular,22.91
A10,2018,8,33.93,22.85,4,109,1,Regular,20.36
A10,2018,9,40.46,12.48,4,109,1,Regular,24.28
A10,2018,10,45.12,3.47,4,109,1,Regular,27.07
A10,2018,11,37.62,20.03,4,109,1,Regular,22.57
A10,2018,12,50.05,-2.41,4,109,1,Regular,30.03
A10,2019,1,39.42,11.77,4,109,1,Regular,23.65
A10,2019,2,42.06,12.73,4,109,1,Regular,25.23
A10,2019,3,36.56,19.21,4,109,1,Regular,21.93
A10,2019,4,33.72,22.68,4,109,1,Regular,20.23
A10,2019,5,32.95,26.34,4,109,1,Regular,19.77
A10,2019,6,34.74,17.34,4,109,1,Regular,20.85
A10,2019,7,35.89,21.91,4,109,1,Regular,21.53
A10,2019,8,43.07,7.43,4,109,1,Regular,25.84
A10,2019,9,50.53,-3.45,4,109,1,Regular,30.32
A10,2019,10,35.94,18.71,4,109,1,Regular,21.57
A10,2019,11,38.02,21.34,4,109,1,Regular,22.81
A10,2019,12,37.93,10.07,4,109,1,Regular,22.76
A10,2020,1,43.94,4.06,4,109,1,Regular,26.36
A10,2020,2,39.8,13.16,4,109,1,Regular,23.88
A10,2020,3,38.01,15.13,4,109,1,Regular,22.8
A10,2020,4,43.19,8.69,4,109,1,Regular,25.91
A10,2020,5,38.1,15.6,4,109,1,Regular,22.86
A10,2020,6,39.51,7.07,4,109,1,Regular,23.71
A10,2020,7,46.07,-1.34,4,109,1,Regular,27.64
A10,2020,8,29.27,28.66,4,109,1,Regular,17.56
A10,2020,9,29.79,27.92,4,109,1,Regular,17.87
A10,2020,10,42.67,5.92,4,109,1,Regular,25.6
A10,2020,11,44.68,2.24,4,109,1,Regular,26.81
A10,2020,12,39.7,11.67,4,109,1,Regular,23.82
A10,2021,1,35.12,19.39,4,109,1,Regular,21.07
A10,2021,2,45.01,5.51,4,109,1,Regular,27.0
A10,2021,3,48.48,-0.97,4,109,1,Regular,29.09
A10,2021,4,38.12,17.68,4,109,1,Regular,22.87
A10,2021,5,48.43,0.75,4,109,1,Regular,29.06
A10,2021,6,42.18,3.54,4,109,1,Regular,25.31
A10,2021,7,45.96,0.6,4,109,1,Regular,27.57
A10,2021,8,30.02,28.55,4,109,1,Regular,18.01
A10,2021,9,39.42,9.18,4,109,1,Regular,23.65
A10,2021,10,36.78,17.42,4,109,1,Regular,22.07
A10,2021,11,48.57,-3.98,4,109,1,Regular,29.14
A10,2021,12,45.5,1.91,4,109,1,Regular,27.3
A10,2022,1,42.82,8.61,4,109,1,Regular,25.69
A10,2022,2,46.31,2.2,4,109,1,Regular,27.79
A10,2022,3,31.62,23.31,4,109,1,Regular,18.97
A10,2022,4,48.85,-1.44,4,109,1,Regular,29.31
A10,2022,5,44.08,1.54,4,109,1,Regular,26.45
A10,2022,6,38.97,11.01,4,109,1,Regular,23.38
A10,2022,7,33.47,25.19,4,109,1,Regular,20.08
A10,2022,8,37.8,17.37,4,109,1,Regular,22.68
A10,2022,9,38.22,16.4,4,109,1,Regular,22.93
A10,2022,10,44.38,7.18,4,109,1,Regular,26.63
A10,2022,11,39.48,16.61,4,109,1,Regular,23.69
A10,2022,12,34.83,19.71,4,109,1,Regular,20.9
A10,2023,1,35.16,16.51,4,109,1,Regular,21.09
A10,2023,2,43.76,-0.31,4,109,1,Regular,26.26
A10,2023,3,41.15,5.69,4,109,1,Regular,24.69
A10,2023,4,36.33,19.27,4,109,1,Regular,21.8
A10,2023,5,38.91,9.64,4,109,1,Regular,23.34
A10,2023,6,39.8,8.43,4,109,1,Regular,23.88
A10,2023,7,38.44,17.24,4,109,1,Regular,23.06
A10,2023,8,40.11,17.58,4,109,1,Regular,24.06
A10,2023,9,38.63,14.42,4,109,1,Regular,23.18
A10,2023,10,44.83,-0.09,4,109,1,Regular,26.9
A10,2023,11,37.83,10.79,4,109,1,Regular,22.7
A10,2023,12,39.17,7.57,4,109,1,Regular,23.5
B01,2014,1,26.37,28.73,4,57,0,Bueno,15.82
B01,2014,2,35.65,12.32,4,57,0,Bueno,21.39
B01,2014,3,37.97,9.55,4,57,0,Bueno,22.78
B01,2014,4,32.14,12.1,4,57,0,Bueno,19.29
B01,2014,5,44.23,-3.92,4,57,0,Bueno,26.54
B01,2014,6,36.74,5.22,4,57,0,Bueno,22.04
B01,2014,7,31.8,13.82,4,57,0,Bueno,19.08
B01,2014,8,36.65,11.01,4,57,0,Bueno,21.99
B01,2014,9,30.09,21.81,4,57,0,Bueno,18.06
B01,2014,10,38.9,-1.04,4,57,0,Bueno,23.34
B01,2014,11,31.58,22.13,4,57,0,Bueno,18.95
B01,2014,12,38.72,7.84,4,57,0,Bueno,23.23
B01,2015,1,43.79,-3.54,4,57,0,Bueno,26.27
B01,2015,2,36.58,14.12,4,57,0,Bueno,21.95
B01,2015,3,43.39,-1.42,4,57,0,Bueno,26.03
B01,2015,4,28.84,21.3,4,57,0,Bueno,17.3
B01,2015,5,25.41,29.98,4,57,0,Bueno,15.25
B01,2015,6,39.0,7.2,4,57,0,Bueno,23.4
B01,2015,7,38.48,10.37,4,57,0,Bueno,23.09
B01,2015,8,28.05,22.15,4,57,0,Bueno,16.83
B01,2015,9,29.54,23.37,4,57,0,Bueno,17.72
B01,2015,10,38.33,7.27,4,57,0,Bueno,23.0
B01,2015,11,30.12,17.15,4,57,0,Bueno,18.07
B01,2015,12,39.0,-0.13,4,57,0,Bueno,23.4
B01,2016,1,36.93,2.24,4,57,0,Bueno,22.16
B01,2016,2,35.75,7.28,4,57,0,Bueno,21.45
B01,2016,3,32.71,13.86,4,57,0,Bueno,19.63
B01,2016,4,29.62,19.64,4,57,0,Bueno,17.77
B01,2016,5,40.67,4.36,4,57,0,Bueno,24.4
B01,2016,6,27.03,29.49,4,57,0,Bueno,16.22
B01,2016,7,44.31,-1.67,4,57,0,Bueno,26.59
B01,2016,8,31.96,22.5,4,57,0,Bueno,19.18
B01,2016,9,28.03,29.74,4,57,0,Bueno,16.82
B01,2016,10,43.18,-0.56,4,57,0,Bueno,25.91
B01,2016,11,40.1,3.74,4,57,0,Bueno,24.06
B01,2016,12,30.27,24.0,4,57,0,Bueno,18.16
B01,2017,1,31.3,18.67,4,57,0,Bueno,18.78
B01,2017,2,31.71,15.21,4,57,0,Bueno,19.02
B01,2017,3,35.66,9.5,4,57,0,Bueno,21.4
B01,2017,4,34.39,17.18,4,57,0,Bueno,20.64
B01,2017,5,41.66,-1.74,4,57,0,Bueno,25.0
B01,2017,6,40.95,4.74,4,57,0,Bueno,24.57
B01,2017,7,39.44,7.92,4,57,0,Bueno,23.67
B01,2017,8,34.49,6.46,4,57,0,Bueno,20.69
B01,2017,9,31.05,22.09,4,57,0,Bueno,18.63
B01,2017,10,30.16,20.58,4,57,0,Bueno,18.1
B01,2017,11,30.73,18.25,4,57,0,Bueno,18.44
B01,2017,12,42.3,-2.78,4,57,0,Bueno,25.38
B01,2018,1,38.97,2.62,4,57,0,Bueno,23.38
B01,2018,2,38.1,2.41,4,57,0,Bueno,22.86
B01,2018,3,27.73,23.99,4,57,0,Bueno,16.64
B01,2018,4,33.48,15.23,4,57,0,Bueno,20.09
B01,2018,5,33.77,11.99,4,57,0,Bueno,20.26
B01,2018,6,28.55,18.89,4,57,0,Bueno,17.13
B01,2018,7,43.16,-1.51,4,57,0,Bueno,25.9
B01,2018,8,32.9,11.09,4,57,0,Bueno,19.74
B01,2018,9,27.84,25.02,4,57,0,Bueno,16.7
B01,2018,10,45.94,-4.98,4,57,0,Bueno,27.56
B01,2018,11,40.79,2.08,4,57,0,Bueno,24.47
B01,2018,12,41.79,-0.38,4,57,0,Bueno,25.07
B01,2019,1,43.01,0.56,4,57,0,Bueno,25.81
B01,2019,2,39.33,4.59,4,57,0,Bueno,23.6
B01,2019,3,38.05,3.76,4,57,0,Bueno,22.83
B01,2019,4,25.38,26.63,4,57,0,Bueno,15.23
B01,2019,5,35.1,8.87,4,57,0,Bueno,21.06
B01,2019,6,29.36,19.48,4,57,0,Bueno,17.62
B01,2019,7,32.95,17.94,4,57,0,Bueno,19.77
B01,2019,8,43.04,-4.96,4,57,0,Bueno,25.83
B01,2019,9,39.23,-0.36,4,57,0,Bueno,23.54
B01,2019,10,28.36,18.8,4,57,0,Bueno,17.01
B01,2019,11,32.93,19.35,4,57,0,Bueno,19.76
B01,2019,12,25.44,29.59,4,57,0,Bueno,15.26
B01,2020,1,38.31,-0.37,4,57,0,Bueno,22.99
B01,2020,2,37.88,8.41,4,57,0,Bueno,22.73
B01,2020,3,40.29,-1.42,4,57,0,Bueno,24.17
B01,2020,4,25.61,25.83,4,57,0,Bueno,15.36
B01,2020,5,31.18,22.07,4,57,0,Bueno,18.71
B01,2020,6,43.83,-0.34,4,57,0,Bueno,26.3
B01,2020,7,40.88,-0.0,4,57,0,Bueno,24.53
B01,2020,8,43.95,-4.7,4,57,0,Bueno,26.37
B01,2020,9,36.83,10.4,4,57,0,Bueno,22.1
B01,2020,10,30.12,16.98,4,57,0,Bueno,18.07
B01,2020,11,37.11,9.41,4,57,0,Bueno,22.27
B01,2020,12,25.67,25.1,4,57,0,Bueno,15.4
B01,2021,1,42.96,-1.48,4,57,0,Bueno,25.77
B01,2021,2,32.19,15.64,4,57,0,Bueno,19.31
B01,2021,3,25.23,28.71,4,57,0,Bueno,15.14
B01,2021,4,39.41,-0.11,4,57,0,Bueno,23.65
B01,2021,5,42.05,-2.05,4,57,0,Bueno,25.23
B01,2021,6,33.35,16.0,4,57,0,Bueno,20.01
B01,2021,7,30.71,22.26,4,57,0,Bueno,18.43
B01,2021,8,29.31,24.68,4,57,0,Bueno,17.59
B01,2021,9,38.03,5.56,4,57,0,Bueno,22.82
B01,2021,10,35.77,12.83,4,57,0,Bueno,21.46
B01,2021,11,35.36,5.34,4,57,0,Bueno,21.21
B01,2021,12,30.21,26.43,4,57,0,Bueno,18.13
B01,2022,1,32.22,12.32,4,57,0,Bueno,19.33
B01,2022,2,35.02,12.49,4,57,0,Bueno,21.01
B01,2022,3,36.82,13.49,4,57,0,Bueno,22.09
B01,2022,4,28.53,29.54,4,57,0,Bueno,17.12
B01,2022,5,43.06,-0.38,4,57,0,Bueno,25.83
B01,2022,6,32.45,14.89,4,57,0,Bueno,19.47
B01,2022,7,32.82,18.9,4,57,0,Bueno,19.69
B01,2022,8,28.12,28.41,4,57,0,Bueno,16.87
B01,2022,9,40.31,-4.42,4,57,0,Bueno,24.19
B01,2022,10,35.85,4.18,4,57,0,Bueno,21.51
B01,2022,11,43.88,-2.88,4,57,0,Bueno,26.33
B01,2022,12,35.11,12.73,4,57,0,Bueno,21.06
B01,2023,1,33.92,12.54,4,57,0,Bueno,20.35
B01,2023,2,28.41,19.56,4,57,0,Bueno,17.05
B01,2023,3,34.51,13.78,4,57,0,Bueno,20.7
B01,2023,4,37.2,4.71,4,57,0,Bueno,22.32
B01,2023,5,32.47,12.9,4,57,0,Bueno,19.48
B01,2023,6,29.28,23.28,4,57,0,Bueno,17.57
B01,2023,7,37.17,8.68,4,57,0,Bueno,22.3
B01,2023,8,29.68,24.21,4,57,0,Bueno,17.81
B01,2023,9,43.24,-2.69,4,57,0,Bueno,25.94
B01,2023,10,32.5,20.55,4,57,0,Bueno,19.5
B01,2023,11,39.7,-2.97,4,57,0,Bueno,23.82
B01,2023,12,35.32,10.21,4,57,0,Bueno,21.19
B02,2014,1,33.49,18.31,3,117,0,Bueno,20.1
B02,2014,2,38.2,1.15,3,117,0,Bueno,22.92
B02,2014,3,38.87,-0.2,3,117,0,Bueno,23.32
B02,2014,4,34.59,12.37,3,117,0,Bueno,20.76
B02,2014,5,37.08,13.1,3,117,0,Bueno,22.25
B02,2014,6,38.89,4.07,3,117,0,Bueno,23.34
B02,2014,7,33.32,21.24,3,117,0,Bueno,19.99
B02,2014,8,29.08,20.65,3,117,0,Bueno,17.45
B02,2014,9,27.46,26.5,3,117,0,Bueno,16.48
B02,2014,10,36.83,10.03,3,117,0,Bueno,22.1
B02,2014,11,42.45,4.2,3,117,0,Bueno,25.47
B02,2014,12,33.2,16.96,3,117,0,Bueno,19.92
B02,2015,1,32.59,12.88,3,117,0,Bueno,19.56
B02,2015,2,27.16,25.08,3,117,0,Bueno,16.3
B02,2015,3,43.09,0.51,3,117,0,Bueno,25.85
B02,2015,4,29.6,26.3,3,117,0,Bueno,17.76
B02,2015,5,43.63,-0.96,3,117,0,Bueno,26.18
B02,2015,6,46.31,-4.91,3,117,0,Bueno,27.78
B02,2015,7,41.26,-4.57,3,117,0,Bueno,24.76
B02,2015,8,40.35,7.74,3,117,0,Bueno,24.21
B02,2015,9,43.83,1.26,3,117,0,Bueno,26.3
B02,2015,10,45.4,-3.76,3,117,0,Bueno,27.24
B02,2015,11,32.64,19.99,3,117,0,Bueno,19.58
B02,2015,12,38.76,2.86,3,117,0,Bueno,23.26
B02,2016,1,27.09,27.05,3,117,0,Bueno,16.26
B02,2016,2,30.17,23.91,3,117,0,Bueno,18.1
B02,2016,3,43.15,-0.82,3,117,0,Bueno,25.89
B02,2016,4,41.62,-3.16,3,117,0,Bueno,24.97
B02,2016,5,32.45,13.05,3,117,0,Bueno,19.47
B02,2016,6,39.45,9.03,3,117,0,Bueno,23.67
B02,2016,7,30.69,25.31,3,117,0,Bueno,18.41
B02,2016,8,36.28,5.87,3,117,0,Bueno,21.77
B02,2016,9,35.42,10.99,3,117,0,Bueno,21.25
B02,2016,10,40.8,5.21,3,117,0,Bueno,24.48
B02,2016,11,29.71,20.89,3,117,0,Bueno,17.83
B02,2016,12,40.59,7.89,3,117,0,Bueno,24.35
B02,2017,1,28.39,29.92,3,117,0,Bueno,17.04
B02,2017,2,31.66,20.64,3,117,0,Bueno,19.0
B02,2017,3,28.17,22.86,3,117,0,Bueno,16.9
B02,2017,4,25.03,27.63,3,117,0,Bueno,15.02
B02,2017,5,35.54,13.95,3,117,0,Bueno,21.32
B02,2017,6,29.12,19.27,3,117,0,Bueno,17.47
B02,2017,7,39.89,6.73,3,117,0,Bueno,23.93
B02,2017,8,39.04,8.17,3,117,0,Bueno,23.43
B02,2017,9,37.05,5.76,3,117,0,Bueno,22.23
B02,2017,10,26.51,29.41,3,117,0,Bueno,15.91
B02,2017,11,30.21,28.64,3,117,0,Bueno,18.13
B02,2017,12,40.39,-0.02,3,117,0,Bueno,24.23
B02,2018,1,41.82,-3.46,3,117,0,Bueno,25.09
B02,2018,2,28.88,24.59,3,117,0,Bueno,17.33
B02,2018,3,28.28,26.35,3,117,0,Bueno,16.97
B02,2018,4,31.6,21.18,3,117,0,Bueno,18.96
B02,2018,5,36.18,12.69,3,117,0,Bueno,21.71
B02,2018,6,37.85,8.8,3,117,0,Bueno,22.71
B02,2018,7,44.08,-2.82,3,117,0,Bueno,26.45
B02,2018,8,40.66,-0.43,3,117,0,Bueno,24.4
B02,2018,9,31.87,24.78,3,117,0,Bueno,19.12
B02,2018,10,39.31,8.75,3,117,0,Bueno,23.59
B02,2018,11,38.21,6.42,3,117,0,Bueno,22.92
B02,2018,12,42.77,3.18,3,117,0,Bueno,25.66
B02,2019,1,43.44,-0.24,3,117,0,Bueno,26.06
B02,2019,2,39.93,-1.19,3,117,0,Bueno,23.96
B02,2019,3,35.22,10.73,3,117,0,Bueno,21.13
B02,2019,4,41.24,-0.77,3,117,0,Bueno,24.74
B02,2019,5,30.43,21.96,3,117,0,Bueno,18.26
B02,2019,6,38.21,11.22,3,117,0,Bueno,22.92
B02,2019,7,44.46,-1.84,3,117,0,Bueno,26.68
B02,2019,8,40.1,5.65,3,117,0,Bueno,24.06
B02,2019,9,31.93,16.12,3,117,0,Bueno,19.16
B02,2019,10,27.1,24.98,3,117,0,Bueno,16.26
B02,2019,11,34.57,19.89,3,117,0,Bueno,20.74
B02,2019,12,34.56,8.87,3,117,0,Bueno,20.74
B02,2020,1,40.89,5.46,3,117,0,Bueno,24.53
B02,2020,2,43.87,1.09,3,117,0,Bueno,26.32
B02,2020,3,29.58,24.91,3,117,0,Bueno,17.75
B02,2020,4,32.14,14.25,3,117,0,Bueno,19.28
B02,2020,5,44.18,-1.43,3,117,0,Bueno,26.51
B02,2020,6,39.44,-0.75,3,117,0,Bueno,23.67
B02,2020,7,28.87,22.33,3,117,0,Bueno,17.32
B02,2020,8,40.14,1.93,3,117,0,Bueno,24.08
B02,2020,9,34.82,19.02,3,117,0,Bueno,20.89
B02,2020,10,43.25,-2.06,3,117,0,Bueno,25.95
B02,2020,11,25.59,27.11,3,117,0,Bueno,15.36
B02,2020,12,24.94,29.9,3,117,0,Bueno,14.96
B02,2021,1,34.75,17.61,3,117,0,Bueno,20.85
B02,2021,2,44.67,-1.78,3,117,0,Bueno,26.8
B02,2021,3,27.78,23.31,3,117,0,Bueno,16.67
B02,2021,4,25.01,27.98,3,117,0,Bueno,15.01
B02,2021,5,27.63,27.34,3,117,0,Bueno,16.58
B02,2021,6,31.5,20.36,3,117,0,Bueno,18.9
B02,2021,7,37.06,8.4,3,117,0,Bueno,22.24
B02,2021,8,40.46,7.39,3,117,0,Bueno,24.27
B02,2021,9,39.06,4.62,3,117,0,Bueno,23.44
B02,2021,10,42.28,0.2,3,117,0,Bueno,25.37
B02,2021,11,34.29,16.59,3,117,0,Bueno,20.57
B02,2021,12,37.77,12.46,3,117,0,Bueno,22.66
B02,2022,1,33.34,11.77,3,117,0,Bueno,20.01
B02,2022,2,37.01,8.41,3,117,0,Bueno,22.21
B02,2022,3,34.74,17.49,3,117,0,Bueno,20.84
B02,2022,4,42.8,3.72,3,117,0,Bueno,25.68
B02,2022,5,31.8,14.03,3,117,0,Bueno,19.08
B02,2022,6,38.79,8.39,3,117,0,Bueno,23.27
B02,2022,7,37.49,11.79,3,117,0,Bueno,22.5
B02,2022,8,38.57,7.04,3,117,0,Bueno,23.14
B02,2022,9,37.19,6.26,3,117,0,Bueno,22.32
B02,2022,10,44.33,-4.09,3,117,0,Bueno,26.6
B02,2022,11,45.55,-3.97,3,117,0,Bueno,27.33
B02,2022,12,41.14,4.83,3,117,0,Bueno,24.68
B02,2023,1,35.09,11.51,3,117,0,Bueno,21.05
B02,2023,2,32.38,15.44,3,117,0,Bueno,19.43
B02,2023,3,39.89,0.59,3,117,0,Bueno,23.94
B02,2023,4,40.18,3.44,3,117,0,Bueno,24.11
B02,2023,5,31.78,22.69,3,117,0,Bueno,19.07
B02,2023,6,33.52,21.74,3,117,0,Bueno,20.11
B02,2023,7,37.02,15.15,3,117,0,Bueno,22.21
B02,2023,8,40.01,8.59,3,117,0,Bueno,24.01
B02,2023,9,24.89,29.7,3,117,0,Bueno,14.93
B02,2023,10,38.97,3.28,3,117,0,Bueno,23.38
B02,2023,11,30.44,20.83,3,117,0,Bueno,18.26
B02,2023,12,35.07,15.7,3,117,0,Bueno,21.04
B03,2014,1,51.2,-0.03,5,85,0,Malo,30.72
B03,2014,2,38.22,24.28,5,85,0,Malo,22.93
B03,2014,3,34.27,28.96,5,85,0,Malo,20.56
B03,2014,4,45.16,1.14,5,85,0,Malo,27.09
B03,2014,5,50.63,-3.03,5,85,0,Malo,30.38
B03,2014,6,50.52,-4.3,5,85,0,Malo,30.31
B03,2014,7,45.88,6.61,5,85,0,Malo,27.53
B03,2014,8,35.93,23.23,5,85,0,Malo,21.56
B03,2014,9,49.71,1.21,5,85,0,Malo,29.83
B03,2014,10,33.16,25.39,5,85,0,Malo,19.9
B03,2014,11,49.64,0.17,5,85,0,Malo,29.79
B03,2014,12,46.19,-0.04,5,85,0,Malo,27.71
B03,2015,1,40.98,13.42,5,85,0,Malo,24.59
B03,2015,2,50.96,-2.46,5,85,0,Malo,30.57
B03,2015,3,39.93,18.17,5,85,0,Malo,23.96
B03,2015,4,44.05,6.78,5,85,0,Malo,26.43
B03,2015,5,35.32,29.16,5,85,0,Malo,21.19
B03,2015,6,44.19,10.29,5,85,0,Malo,26.51
B03,2015,7,41.38,12.05,5,85,0,Malo,24.83
B03,2015,8,39.0,19.75,5,85,0,Malo,23.4
B03,2015,9,36.11,26.14,5,85,0,Malo,21.67
B03,2015,10,45.75,7.49,5,85,0,Malo,27.45
B03,2015,11,36.02,23.51,5,85,0,Malo,21.61
B03,2015,12,36.92,20.69,5,85,0,Malo,22.15
B03,2016,1,44.9,1.22,5,85,0,Malo,26.94
B03,2016,2,39.15,19.57,5,85,0,Malo,23.49
B03,2016,3,37.74,24.78,5,85,0,Malo,22.64
B03,2016,4,39.16,14.86,5,85,0,Malo,23.5
B03,2016,5,47.28,6.14,5,85,0,Malo,28.37
B03,2016,6,41.14,16.4,5,85,0,Malo,24.68
B03,2016,7,49.16,-1.36,5,85,0,Malo,29.49
B03,2016,8,42.67,6.59,5,85,0,Malo,25.6
B03,2016,9,43.85,7.14,5,85,0,Malo,26.31
B03,2016,10,42.65,17.27,5,85,0,Malo,25.59
B03,2016,11,37.64,23.76,5,85,0,Malo,22.58
B03,2016,12,37.25,20.53,5,85,0,Malo,22.35
B03,2017,1,49.06,-4.6,5,85,0,Malo,29.44
B03,2017,2,37.97,19.26,5,85,0,Malo,22.78
B03,2017,3,38.55,22.55,5,85,0,Malo,23.13
B03,2017,4,49.79,-3.31,5,85,0,Malo,29.87
B03,2017,5,41.65,9.69,5,85,0,Malo,24.99
B03,2017,6,46.05,9.49,5,85,0,Malo,27.63
B03,2017,7,44.11,7.29,5,85,0,Malo,26.46
B03,2017,8,38.23,24.01,5,85,0,Malo,22.94
B03,2017,9,42.43,15.23,5,85,0,Malo,25.46
B03,2017,10,46.76,2.9,5,85,0,Malo,28.06
B03,2017,11,34.21,22.97,5,85,0,Malo,20.53
B03,2017,12,49.22,-4.3,5,85,0,Malo,29.53
B03,2018,1,48.22,-1.33,5,85,0,Malo,28.93
B03,2018,2,33.43,26.08,5,85,0,Malo,20.06
B03,2018,3,52.34,-2.37,5,85,0,Malo,31.4
B03,2018,4,32.91,29.23,5,85,0,Malo,19.75
B03,2018,5,36.12,29.48,5,85,0,Malo,21.67
B03,2018,6,38.26,19.66,5,85,0,Malo,22.96
B03,2018,7,40.21,17.88,5,85,0,Malo,24.12
B03,2018,8,40.72,10.2,5,85,0,Malo,24.43
B03,2018,9,48.05,6.59,5,85,0,Malo,28.83
B03,2018,10,44.16,9.32,5,85,0,Malo,26.5
B03,2018,11,35.04,27.4,5,85,0,Malo,21.03
B03,2018,12,38.22,18.12,5,85,0,Malo,22.93
B03,2019,1,48.68,-1.64,5,85,0,Malo,29.21
B03,2019,2,41.33,14.24,5,85,0,Malo,24.8
B03,2019,3,47.07,-3.09,5,85,0,Malo,28.24
B03,2019,4,51.41,-1.93,5,85,0,Malo,30.85
B03,2019,5,39.94,16.88,5,85,0,Malo,23.97
B03,2019,6,47.54,-1.61,5,85,0,Malo,28.53
B03,2019,7,42.69,17.34,5,85,0,Malo,25.62
B03,2019,8,40.41,11.57,5,85,0,Malo,24.24
B03,2019,9,37.09,22.47,5,85,0,Malo,22.25
B03,2019,10,33.93,26.32,5,85,0,Malo,20.36
B03,2019,11,39.09,17.47,5,85,0,Malo,23.46
B03,2019,12,43.8,7.99,5,85,0,Malo,26.28
B03,2020,1,45.0,1.53,5,85,0,Malo,27.0
B03,2020,2,41.88,10.39,5,85,0,Malo,25.13
B03,2020,3,36.74,24.3,5,85,0,Malo,22.04
B03,2020,4,49.53,0.29,5,85,0,Malo,29.72
B03,2020,5,50.32,-1.62,5,85,0,Malo,30.19
B03,2020,6,36.34,23.29,5,85,0,Malo,21.8
B03,2020,7,36.13,21.48,5,85,0,Malo,21.68
B03,2020,8,49.26,-2.87,5,85,0,Malo,29.55
B03,2020,9,44.65,13.29,5,85,0,Malo,26.79
B03,2020,10,41.59,19.05,5,85,0,Malo,24.96
B03,2020,11,39.39,15.05,5,85,0,Malo,23.63
B03,2020,12,45.14,5.46,5,85,0,Malo,27.08
B03,2021,1,33.26,24.89,5,85,0,Malo,19.96
B03,2021,2,41.1,14.99,5,85,0,Malo,24.66
B03,2021,3,43.9,15.0,5,85,0,Malo,26.34
B03,2021,4,51.12,0.16,5,85,0,Malo,30.67
B03,2021,5,45.84,10.72,5,85,0,Malo,27.5
B03,2021,6,46.35,0.85,5,85,0,Malo,27.81
B03,2021,7,44.88,1.75,5,85,0,Malo,26.93
B03,2021,8,50.73,-2.26,5,85,0,Malo,30.44
B03,2021,9,49.4,2.07,5,85,0,Malo,29.64
B03,2021,10,48.98,0.18,5,85,0,Malo,29.39
B03,2021,11,46.77,6.19,5,85,0,Malo,28.06
B03,2021,12,34.39,23.26,5,85,0,Malo,20.64
B03,2022,1,41.58,14.47,5,85,0,Malo,24.95
B03,2022,2,36.13,24.98,5,85,0,Malo,21.68
B03,2022,3,32.02,27.1,5,85,0,Malo,19.21
B03,2022,4,39.27,19.51,5,85,0,Malo,23.56
B03,2022,5,35.0,22.36,5,85,0,Malo,21.0
B03,2022,6,48.78,0.24,5,85,0,Malo,29.27
B03,2022,7,43.59,15.39,5,85,0,Malo,26.16
B03,2022,8,46.88,-1.49,5,85,0,Malo,28.13
B03,2022,9,39.07,22.28,5,85,0,Malo,23.44
B03,2022,10,38.1,25.36,5,85,0,Malo,22.86
